,Iteraties (0 indexed),Statistiek,Score (n_runs=12)
21641,21641,mean,6587.702247191012
21642,21642,mean,6587.702247191012
21643,21643,mean,6587.702247191012
21644,21644,mean,6587.702247191012
21645,21645,mean,6587.702247191012
21646,21646,mean,6587.702247191012
21647,21647,mean,6587.702247191012
21648,21648,mean,6587.702247191012
21649,21649,mean,6587.702247191012
21650,21650,mean,6587.702247191012
21651,21651,mean,6587.702247191012
21652,21652,mean,6587.702247191012
21653,21653,mean,6587.702247191012
21654,21654,mean,6587.702247191012
21655,21655,mean,6587.702247191012
21656,21656,mean,6587.702247191012
21657,21657,mean,6587.702247191012
21658,21658,mean,6587.702247191012
21659,21659,mean,6587.702247191012
21660,21660,mean,6587.702247191012
21661,21661,mean,6587.702247191012
21662,21662,mean,6587.702247191012
21663,21663,mean,6587.702247191012
21664,21664,mean,6587.702247191012
21665,21665,mean,6587.702247191012
21666,21666,mean,6587.702247191012
21667,21667,mean,6587.702247191012
21668,21668,mean,6587.702247191012
21669,21669,mean,6587.702247191012
21670,21670,mean,6587.702247191012
21671,21671,mean,6587.702247191012
21672,21672,mean,6587.702247191012
21673,21673,mean,6587.702247191012
21674,21674,mean,6587.702247191012
21675,21675,mean,6587.702247191012
21676,21676,mean,6587.702247191012
21677,21677,mean,6587.702247191012
21678,21678,mean,6587.702247191012
21679,21679,mean,6587.702247191012
21680,21680,mean,6587.702247191012
21681,21681,mean,6587.702247191012
21682,21682,mean,6587.702247191012
21683,21683,mean,6587.702247191012
21684,21684,mean,6587.702247191012
21685,21685,mean,6587.702247191012
21686,21686,mean,6587.702247191012
21687,21687,mean,6587.702247191012
21688,21688,mean,6587.702247191012
21689,21689,mean,6587.702247191012
21690,21690,mean,6587.702247191012
21691,21691,mean,6587.702247191012
21692,21692,mean,6587.702247191012
21693,21693,mean,6587.702247191012
21694,21694,mean,6587.702247191012
21695,21695,mean,6587.702247191012
21696,21696,mean,6587.702247191012
21697,21697,mean,6587.702247191012
21698,21698,mean,6587.702247191012
21699,21699,mean,6587.702247191012
21700,21700,mean,6587.702247191012
21701,21701,mean,6587.702247191012
21702,21702,mean,6587.702247191012
21703,21703,mean,6587.702247191012
21704,21704,mean,6587.702247191012
21705,21705,mean,6587.702247191012
21706,21706,mean,6587.702247191012
21707,21707,mean,6587.702247191012
21708,21708,mean,6587.702247191012
21709,21709,mean,6587.702247191012
21710,21710,mean,6587.702247191012
21711,21711,mean,6587.702247191012
21712,21712,mean,6587.702247191012
21713,21713,mean,6587.702247191012
21714,21714,mean,6587.702247191012
21715,21715,mean,6587.702247191012
21716,21716,mean,6587.702247191012
21717,21717,mean,6587.702247191012
21718,21718,mean,6587.702247191012
21719,21719,mean,6587.702247191012
21720,21720,mean,6587.702247191012
21721,21721,mean,6587.702247191012
21722,21722,mean,6587.702247191012
21723,21723,mean,6587.702247191012
21724,21724,mean,6587.702247191012
21725,21725,mean,6587.702247191012
21726,21726,mean,6587.702247191012
21727,21727,mean,6587.702247191012
21728,21728,mean,6587.702247191012
21729,21729,mean,6587.702247191012
21730,21730,mean,6587.702247191012
21731,21731,mean,6587.702247191012
21732,21732,mean,6587.702247191012
21733,21733,mean,6587.702247191012
21734,21734,mean,6587.702247191012
21735,21735,mean,6587.702247191012
21736,21736,mean,6587.702247191012
21737,21737,mean,6587.702247191012
21738,21738,mean,6587.702247191012
21739,21739,mean,6587.702247191012
21740,21740,mean,6587.702247191012
21741,21741,mean,6587.702247191012
21742,21742,mean,6587.702247191012
21743,21743,mean,6587.702247191012
21744,21744,mean,6587.702247191012
21745,21745,mean,6587.702247191012
21746,21746,mean,6587.702247191012
21747,21747,mean,6587.702247191012
21748,21748,mean,6587.702247191012
21749,21749,mean,6587.702247191012
21750,21750,mean,6587.702247191012
21751,21751,mean,6587.702247191012
21752,21752,mean,6587.702247191012
21753,21753,mean,6587.702247191012
21754,21754,mean,6587.702247191012
21755,21755,mean,6587.702247191012
21756,21756,mean,6587.702247191012
21757,21757,mean,6587.702247191012
21758,21758,mean,6587.702247191012
21759,21759,mean,6587.702247191012
21760,21760,mean,6587.702247191012
21761,21761,mean,6587.702247191012
21762,21762,mean,6587.702247191012
21763,21763,mean,6587.702247191012
21764,21764,mean,6587.702247191012
21765,21765,mean,6587.702247191012
21766,21766,mean,6587.702247191012
21767,21767,mean,6587.702247191012
21768,21768,mean,6587.702247191012
21769,21769,mean,6587.702247191012
21770,21770,mean,6587.702247191012
21771,21771,mean,6587.702247191012
21772,21772,mean,6587.702247191012
21773,21773,mean,6587.702247191012
21774,21774,mean,6587.702247191012
21775,21775,mean,6587.702247191012
21776,21776,mean,6587.702247191012
21777,21777,mean,6587.702247191012
21778,21778,mean,6587.702247191012
21779,21779,mean,6587.702247191012
21780,21780,mean,6587.702247191012
21781,21781,mean,6587.702247191012
21782,21782,mean,6587.702247191012
21783,21783,mean,6587.702247191012
21784,21784,mean,6587.702247191012
21785,21785,mean,6587.702247191012
21786,21786,mean,6587.702247191012
21787,21787,mean,6592.065543071162
21788,21788,mean,6592.065543071162
21789,21789,mean,6592.065543071162
21790,21790,mean,6592.065543071162
21791,21791,mean,6592.065543071162
21792,21792,mean,6592.065543071162
21793,21793,mean,6592.065543071162
21794,21794,mean,6592.065543071162
21795,21795,mean,6592.065543071162
21796,21796,mean,6592.065543071162
21797,21797,mean,6592.065543071162
21798,21798,mean,6592.065543071162
21799,21799,mean,6592.065543071162
21800,21800,mean,6592.065543071162
21801,21801,mean,6592.065543071162
21802,21802,mean,6592.065543071162
21803,21803,mean,6592.065543071162
21804,21804,mean,6592.065543071162
21805,21805,mean,6592.065543071162
21806,21806,mean,6592.065543071162
21807,21807,mean,6592.065543071162
21808,21808,mean,6592.065543071162
21809,21809,mean,6592.065543071162
21810,21810,mean,6592.065543071162
21811,21811,mean,6592.065543071162
21812,21812,mean,6592.065543071162
21813,21813,mean,6592.065543071162
21814,21814,mean,6592.065543071162
21815,21815,mean,6592.065543071162
21816,21816,mean,6592.065543071162
21817,21817,mean,6592.065543071162
21818,21818,mean,6592.065543071162
21819,21819,mean,6592.065543071162
21820,21820,mean,6592.065543071162
21821,21821,mean,6592.065543071162
21822,21822,mean,6592.065543071162
21823,21823,mean,6592.065543071162
21824,21824,mean,6592.065543071162
21825,21825,mean,6592.065543071162
21826,21826,mean,6592.065543071162
21827,21827,mean,6592.065543071162
21828,21828,mean,6592.065543071162
21829,21829,mean,6592.065543071162
21830,21830,mean,6592.065543071162
21831,21831,mean,6592.065543071162
21832,21832,mean,6592.065543071162
21833,21833,mean,6592.065543071162
21834,21834,mean,6592.065543071162
21835,21835,mean,6592.065543071162
21836,21836,mean,6592.065543071162
21837,21837,mean,6592.065543071162
21838,21838,mean,6592.065543071162
21839,21839,mean,6592.065543071162
21840,21840,mean,6592.065543071162
21841,21841,mean,6592.065543071162
21842,21842,mean,6592.065543071162
21843,21843,mean,6592.065543071162
21844,21844,mean,6598.92883895131
21845,21845,mean,6598.92883895131
21846,21846,mean,6598.92883895131
21847,21847,mean,6598.92883895131
21848,21848,mean,6598.92883895131
21849,21849,mean,6598.92883895131
21850,21850,mean,6598.92883895131
21851,21851,mean,6598.92883895131
21852,21852,mean,6598.92883895131
21853,21853,mean,6598.92883895131
21854,21854,mean,6598.92883895131
21855,21855,mean,6598.92883895131
21856,21856,mean,6598.92883895131
21857,21857,mean,6598.92883895131
21858,21858,mean,6598.92883895131
21859,21859,mean,6598.92883895131
21860,21860,mean,6598.92883895131
21861,21861,mean,6598.92883895131
21862,21862,mean,6598.92883895131
21863,21863,mean,6598.92883895131
21864,21864,mean,6598.92883895131
21865,21865,mean,6598.92883895131
21866,21866,mean,6598.92883895131
21867,21867,mean,6598.92883895131
21868,21868,mean,6598.92883895131
21869,21869,mean,6598.92883895131
21870,21870,mean,6598.92883895131
21871,21871,mean,6598.92883895131
21872,21872,mean,6598.92883895131
21873,21873,mean,6598.92883895131
21874,21874,mean,6598.92883895131
21875,21875,mean,6598.92883895131
21876,21876,mean,6598.92883895131
21877,21877,mean,6598.92883895131
21878,21878,mean,6598.92883895131
21879,21879,mean,6598.92883895131
21880,21880,mean,6598.92883895131
21881,21881,mean,6598.92883895131
21882,21882,mean,6598.92883895131
21883,21883,mean,6598.92883895131
21884,21884,mean,6598.92883895131
21885,21885,mean,6598.92883895131
21886,21886,mean,6598.92883895131
21887,21887,mean,6598.92883895131
21888,21888,mean,6598.92883895131
21889,21889,mean,6598.92883895131
21890,21890,mean,6598.92883895131
21891,21891,mean,6598.92883895131
21892,21892,mean,6598.92883895131
21893,21893,mean,6598.92883895131
21894,21894,mean,6598.92883895131
21895,21895,mean,6598.92883895131
21896,21896,mean,6598.92883895131
21897,21897,mean,6598.92883895131
21898,21898,mean,6598.92883895131
21899,21899,mean,6598.92883895131
21900,21900,mean,6598.92883895131
21901,21901,mean,6598.92883895131
21902,21902,mean,6598.92883895131
21903,21903,mean,6598.92883895131
21904,21904,mean,6598.92883895131
21905,21905,mean,6598.92883895131
21906,21906,mean,6598.92883895131
21907,21907,mean,6598.92883895131
21908,21908,mean,6598.92883895131
21909,21909,mean,6598.92883895131
21910,21910,mean,6598.92883895131
21911,21911,mean,6598.92883895131
21912,21912,mean,6598.92883895131
21913,21913,mean,6598.92883895131
21914,21914,mean,6598.92883895131
21915,21915,mean,6598.92883895131
21916,21916,mean,6598.92883895131
21917,21917,mean,6598.92883895131
21918,21918,mean,6598.92883895131
21919,21919,mean,6598.92883895131
21920,21920,mean,6598.92883895131
21921,21921,mean,6598.92883895131
21922,21922,mean,6598.92883895131
21923,21923,mean,6598.92883895131
21924,21924,mean,6598.92883895131
21925,21925,mean,6598.92883895131
21926,21926,mean,6598.92883895131
21927,21927,mean,6598.92883895131
21928,21928,mean,6598.92883895131
21929,21929,mean,6598.92883895131
21930,21930,mean,6598.92883895131
21931,21931,mean,6598.92883895131
21932,21932,mean,6598.92883895131
21933,21933,mean,6598.92883895131
21934,21934,mean,6598.92883895131
21935,21935,mean,6598.92883895131
21936,21936,mean,6598.92883895131
21937,21937,mean,6598.92883895131
21938,21938,mean,6598.92883895131
21939,21939,mean,6598.92883895131
21940,21940,mean,6598.92883895131
21941,21941,mean,6598.92883895131
21942,21942,mean,6598.92883895131
21943,21943,mean,6598.92883895131
21944,21944,mean,6598.92883895131
21945,21945,mean,6598.92883895131
21946,21946,mean,6598.92883895131
21947,21947,mean,6598.92883895131
21948,21948,mean,6598.92883895131
21949,21949,mean,6598.92883895131
21950,21950,mean,6598.92883895131
21951,21951,mean,6598.92883895131
21952,21952,mean,6598.92883895131
21953,21953,mean,6598.92883895131
21954,21954,mean,6598.92883895131
21955,21955,mean,6598.92883895131
21956,21956,mean,6598.92883895131
21957,21957,mean,6598.92883895131
21958,21958,mean,6598.92883895131
21959,21959,mean,6598.92883895131
21960,21960,mean,6598.92883895131
21961,21961,mean,6598.92883895131
21962,21962,mean,6598.92883895131
21963,21963,mean,6598.92883895131
21964,21964,mean,6598.92883895131
21965,21965,mean,6598.92883895131
21966,21966,mean,6598.92883895131
21967,21967,mean,6598.92883895131
21968,21968,mean,6598.92883895131
21969,21969,mean,6598.92883895131
21970,21970,mean,6598.92883895131
21971,21971,mean,6598.92883895131
21972,21972,mean,6598.92883895131
21973,21973,mean,6598.92883895131
21974,21974,mean,6598.92883895131
21975,21975,mean,6598.92883895131
21976,21976,mean,6598.92883895131
21977,21977,mean,6598.92883895131
21978,21978,mean,6598.92883895131
21979,21979,mean,6598.92883895131
21980,21980,mean,6598.92883895131
21981,21981,mean,6598.92883895131
21982,21982,mean,6598.92883895131
21983,21983,mean,6598.92883895131
21984,21984,mean,6598.92883895131
21985,21985,mean,6598.92883895131
21986,21986,mean,6598.92883895131
21987,21987,mean,6598.92883895131
21988,21988,mean,6598.92883895131
21989,21989,mean,6598.92883895131
21990,21990,mean,6598.92883895131
21991,21991,mean,6598.92883895131
21992,21992,mean,6598.92883895131
21993,21993,mean,6598.92883895131
21994,21994,mean,6598.92883895131
21995,21995,mean,6598.92883895131
21996,21996,mean,6598.92883895131
21997,21997,mean,6598.92883895131
21998,21998,mean,6598.92883895131
21999,21999,mean,6598.92883895131
22000,22000,mean,6598.92883895131
22001,22001,mean,6598.92883895131
22002,22002,mean,6598.92883895131
22003,22003,mean,6598.92883895131
22004,22004,mean,6598.92883895131
22005,22005,mean,6598.92883895131
22006,22006,mean,6598.92883895131
22007,22007,mean,6598.92883895131
22008,22008,mean,6598.92883895131
22009,22009,mean,6598.92883895131
22010,22010,mean,6598.92883895131
22011,22011,mean,6598.92883895131
22012,22012,mean,6598.92883895131
22013,22013,mean,6598.92883895131
22014,22014,mean,6598.92883895131
22015,22015,mean,6598.92883895131
22016,22016,mean,6598.92883895131
22017,22017,mean,6598.92883895131
22018,22018,mean,6598.92883895131
22019,22019,mean,6598.92883895131
22020,22020,mean,6598.92883895131
22021,22021,mean,6598.92883895131
22022,22022,mean,6598.92883895131
22023,22023,mean,6598.92883895131
22024,22024,mean,6598.92883895131
22025,22025,mean,6598.92883895131
22026,22026,mean,6598.92883895131
22027,22027,mean,6598.92883895131
22028,22028,mean,6598.92883895131
22029,22029,mean,6598.92883895131
22030,22030,mean,6598.92883895131
22031,22031,mean,6598.92883895131
22032,22032,mean,6598.92883895131
22033,22033,mean,6598.92883895131
22034,22034,mean,6598.92883895131
22035,22035,mean,6598.92883895131
22036,22036,mean,6598.92883895131
22037,22037,mean,6598.92883895131
22038,22038,mean,6598.92883895131
22039,22039,mean,6598.92883895131
22040,22040,mean,6598.92883895131
22041,22041,mean,6598.92883895131
22042,22042,mean,6598.92883895131
22043,22043,mean,6598.92883895131
22044,22044,mean,6598.92883895131
22045,22045,mean,6598.92883895131
22046,22046,mean,6598.92883895131
22047,22047,mean,6598.92883895131
22048,22048,mean,6598.92883895131
22049,22049,mean,6598.92883895131
22050,22050,mean,6598.92883895131
22051,22051,mean,6598.92883895131
22052,22052,mean,6598.92883895131
22053,22053,mean,6598.92883895131
22054,22054,mean,6598.92883895131
22055,22055,mean,6598.92883895131
22056,22056,mean,6598.92883895131
22057,22057,mean,6598.92883895131
22058,22058,mean,6598.92883895131
22059,22059,mean,6598.92883895131
22060,22060,mean,6598.92883895131
22061,22061,mean,6598.92883895131
22062,22062,mean,6598.92883895131
22063,22063,mean,6598.92883895131
22064,22064,mean,6598.92883895131
22065,22065,mean,6598.92883895131
22066,22066,mean,6598.92883895131
22067,22067,mean,6598.92883895131
22068,22068,mean,6598.92883895131
22069,22069,mean,6598.92883895131
22070,22070,mean,6598.92883895131
22071,22071,mean,6598.92883895131
22072,22072,mean,6598.92883895131
22073,22073,mean,6598.92883895131
22074,22074,mean,6598.92883895131
22075,22075,mean,6598.92883895131
22076,22076,mean,6598.92883895131
22077,22077,mean,6598.92883895131
22078,22078,mean,6598.92883895131
22079,22079,mean,6598.92883895131
22080,22080,mean,6598.92883895131
22081,22081,mean,6598.92883895131
22082,22082,mean,6598.92883895131
22083,22083,mean,6598.92883895131
22084,22084,mean,6598.92883895131
22085,22085,mean,6598.92883895131
22086,22086,mean,6598.92883895131
22087,22087,mean,6598.92883895131
22088,22088,mean,6598.92883895131
22089,22089,mean,6598.92883895131
22090,22090,mean,6598.92883895131
22091,22091,mean,6598.92883895131
22092,22092,mean,6598.92883895131
22093,22093,mean,6598.92883895131
22094,22094,mean,6598.92883895131
22095,22095,mean,6598.92883895131
22096,22096,mean,6598.92883895131
22097,22097,mean,6598.92883895131
22098,22098,mean,6598.92883895131
22099,22099,mean,6598.92883895131
22100,22100,mean,6598.92883895131
22101,22101,mean,6598.92883895131
22102,22102,mean,6598.92883895131
22103,22103,mean,6598.92883895131
22104,22104,mean,6598.92883895131
22105,22105,mean,6598.92883895131
22106,22106,mean,6598.92883895131
22107,22107,mean,6598.92883895131
22108,22108,mean,6598.92883895131
22109,22109,mean,6598.92883895131
22110,22110,mean,6598.92883895131
22111,22111,mean,6598.92883895131
22112,22112,mean,6598.92883895131
22113,22113,mean,6598.92883895131
22114,22114,mean,6598.92883895131
22115,22115,mean,6598.92883895131
22116,22116,mean,6598.92883895131
22117,22117,mean,6598.92883895131
22118,22118,mean,6598.92883895131
22119,22119,mean,6598.92883895131
22120,22120,mean,6598.92883895131
22121,22121,mean,6598.92883895131
22122,22122,mean,6598.92883895131
22123,22123,mean,6598.92883895131
22124,22124,mean,6598.92883895131
22125,22125,mean,6598.92883895131
22126,22126,mean,6598.92883895131
22127,22127,mean,6598.92883895131
22128,22128,mean,6598.92883895131
22129,22129,mean,6598.92883895131
22130,22130,mean,6598.92883895131
22131,22131,mean,6598.92883895131
22132,22132,mean,6598.92883895131
22133,22133,mean,6598.92883895131
22134,22134,mean,6598.92883895131
22135,22135,mean,6598.92883895131
22136,22136,mean,6598.92883895131
22137,22137,mean,6598.92883895131
22138,22138,mean,6598.92883895131
22139,22139,mean,6598.92883895131
22140,22140,mean,6598.92883895131
22141,22141,mean,6598.92883895131
22142,22142,mean,6598.92883895131
22143,22143,mean,6598.92883895131
22144,22144,mean,6598.92883895131
22145,22145,mean,6598.92883895131
22146,22146,mean,6598.92883895131
22147,22147,mean,6598.92883895131
22148,22148,mean,6598.92883895131
22149,22149,mean,6598.92883895131
22150,22150,mean,6598.92883895131
22151,22151,mean,6598.92883895131
22152,22152,mean,6598.92883895131
22153,22153,mean,6598.92883895131
22154,22154,mean,6598.92883895131
22155,22155,mean,6598.92883895131
22156,22156,mean,6598.92883895131
22157,22157,mean,6598.92883895131
22158,22158,mean,6598.92883895131
22159,22159,mean,6598.92883895131
22160,22160,mean,6598.92883895131
22161,22161,mean,6598.92883895131
22162,22162,mean,6598.92883895131
22163,22163,mean,6598.92883895131
22164,22164,mean,6598.92883895131
22165,22165,mean,6598.92883895131
22166,22166,mean,6598.92883895131
22167,22167,mean,6598.92883895131
22168,22168,mean,6598.92883895131
22169,22169,mean,6598.92883895131
22170,22170,mean,6598.92883895131
22171,22171,mean,6598.92883895131
22172,22172,mean,6598.92883895131
22173,22173,mean,6598.92883895131
22174,22174,mean,6598.92883895131
22175,22175,mean,6598.92883895131
22176,22176,mean,6598.92883895131
22177,22177,mean,6598.92883895131
22178,22178,mean,6598.92883895131
22179,22179,mean,6598.92883895131
22180,22180,mean,6598.92883895131
22181,22181,mean,6598.92883895131
22182,22182,mean,6598.92883895131
22183,22183,mean,6598.92883895131
22184,22184,mean,6598.92883895131
22185,22185,mean,6598.92883895131
22186,22186,mean,6598.92883895131
22187,22187,mean,6598.92883895131
22188,22188,mean,6598.92883895131
22189,22189,mean,6598.92883895131
22190,22190,mean,6598.92883895131
22191,22191,mean,6598.92883895131
22192,22192,mean,6598.92883895131
22193,22193,mean,6598.92883895131
22194,22194,mean,6598.92883895131
22195,22195,mean,6598.92883895131
22196,22196,mean,6598.92883895131
22197,22197,mean,6598.92883895131
22198,22198,mean,6598.92883895131
22199,22199,mean,6598.92883895131
22200,22200,mean,6601.958801498127
22201,22201,mean,6601.958801498127
22202,22202,mean,6601.958801498127
22203,22203,mean,6601.958801498127
22204,22204,mean,6601.958801498127
22205,22205,mean,6601.958801498127
22206,22206,mean,6601.958801498127
22207,22207,mean,6601.958801498127
22208,22208,mean,6601.958801498127
22209,22209,mean,6601.958801498127
22210,22210,mean,6601.958801498127
22211,22211,mean,6601.958801498127
22212,22212,mean,6601.958801498127
22213,22213,mean,6601.958801498127
22214,22214,mean,6601.958801498127
22215,22215,mean,6601.958801498127
22216,22216,mean,6601.958801498127
22217,22217,mean,6601.958801498127
22218,22218,mean,6601.958801498127
22219,22219,mean,6601.958801498127
22220,22220,mean,6601.958801498127
22221,22221,mean,6601.958801498127
22222,22222,mean,6601.958801498127
22223,22223,mean,6601.958801498127
22224,22224,mean,6601.958801498127
22225,22225,mean,6601.958801498127
22226,22226,mean,6601.958801498127
22227,22227,mean,6601.958801498127
22228,22228,mean,6601.958801498127
22229,22229,mean,6601.958801498127
22230,22230,mean,6601.958801498127
22231,22231,mean,6601.958801498127
22232,22232,mean,6601.958801498127
22233,22233,mean,6601.958801498127
22234,22234,mean,6601.958801498127
22235,22235,mean,6601.958801498127
22236,22236,mean,6601.958801498127
22237,22237,mean,6601.958801498127
22238,22238,mean,6601.958801498127
22239,22239,mean,6601.958801498127
22240,22240,mean,6601.958801498127
22241,22241,mean,6601.958801498127
22242,22242,mean,6601.958801498127
22243,22243,mean,6601.958801498127
22244,22244,mean,6601.958801498127
22245,22245,mean,6601.958801498127
22246,22246,mean,6601.958801498127
22247,22247,mean,6601.958801498127
22248,22248,mean,6601.958801498127
22249,22249,mean,6601.958801498127
22250,22250,mean,6601.958801498127
22251,22251,mean,6601.958801498127
22252,22252,mean,6601.958801498127
22253,22253,mean,6601.958801498127
22254,22254,mean,6601.958801498127
22255,22255,mean,6601.958801498127
22256,22256,mean,6601.958801498127
22257,22257,mean,6601.958801498127
22258,22258,mean,6601.958801498127
22259,22259,mean,6601.958801498127
22260,22260,mean,6601.958801498127
22261,22261,mean,6601.958801498127
22262,22262,mean,6601.958801498127
22263,22263,mean,6601.958801498127
22264,22264,mean,6601.958801498127
22265,22265,mean,6601.958801498127
22266,22266,mean,6601.958801498127
22267,22267,mean,6601.958801498127
22268,22268,mean,6601.958801498127
22269,22269,mean,6601.958801498127
22270,22270,mean,6601.958801498127
22271,22271,mean,6601.958801498127
22272,22272,mean,6601.958801498127
22273,22273,mean,6601.958801498127
22274,22274,mean,6601.958801498127
22275,22275,mean,6601.958801498127
22276,22276,mean,6601.958801498127
22277,22277,mean,6601.958801498127
22278,22278,mean,6601.958801498127
22279,22279,mean,6601.958801498127
22280,22280,mean,6601.958801498127
22281,22281,mean,6601.958801498127
22282,22282,mean,6601.958801498127
22283,22283,mean,6601.958801498127
22284,22284,mean,6601.958801498127
22285,22285,mean,6601.958801498127
22286,22286,mean,6601.958801498127
22287,22287,mean,6601.958801498127
22288,22288,mean,6601.958801498127
22289,22289,mean,6601.958801498127
22290,22290,mean,6601.958801498127
22291,22291,mean,6601.958801498127
22292,22292,mean,6601.958801498127
22293,22293,mean,6601.958801498127
22294,22294,mean,6601.958801498127
22295,22295,mean,6601.958801498127
22296,22296,mean,6601.958801498127
22297,22297,mean,6601.958801498127
22298,22298,mean,6601.958801498127
22299,22299,mean,6601.958801498127
22300,22300,mean,6601.958801498127
22301,22301,mean,6601.958801498127
22302,22302,mean,6601.958801498127
22303,22303,mean,6601.958801498127
22304,22304,mean,6601.958801498127
22305,22305,mean,6601.958801498127
22306,22306,mean,6601.958801498127
22307,22307,mean,6601.958801498127
22308,22308,mean,6601.958801498127
22309,22309,mean,6601.958801498127
22310,22310,mean,6601.958801498127
22311,22311,mean,6601.958801498127
22312,22312,mean,6601.958801498127
22313,22313,mean,6601.958801498127
22314,22314,mean,6601.958801498127
22315,22315,mean,6601.958801498127
22316,22316,mean,6601.958801498127
22317,22317,mean,6601.958801498127
22318,22318,mean,6601.958801498127
22319,22319,mean,6601.958801498127
22320,22320,mean,6601.958801498127
22321,22321,mean,6601.958801498127
22322,22322,mean,6601.958801498127
22323,22323,mean,6601.958801498127
22324,22324,mean,6601.958801498127
22325,22325,mean,6601.958801498127
22326,22326,mean,6601.958801498127
22327,22327,mean,6601.958801498127
22328,22328,mean,6601.958801498127
22329,22329,mean,6601.958801498127
22330,22330,mean,6601.958801498127
22331,22331,mean,6601.958801498127
22332,22332,mean,6601.958801498127
22333,22333,mean,6601.958801498127
22334,22334,mean,6601.958801498127
22335,22335,mean,6601.958801498127
22336,22336,mean,6601.958801498127
22337,22337,mean,6601.958801498127
22338,22338,mean,6601.958801498127
22339,22339,mean,6601.958801498127
22340,22340,mean,6601.958801498127
22341,22341,mean,6601.958801498127
22342,22342,mean,6601.958801498127
22343,22343,mean,6601.958801498127
22344,22344,mean,6601.958801498127
22345,22345,mean,6601.958801498127
22346,22346,mean,6601.958801498127
22347,22347,mean,6601.958801498127
22348,22348,mean,6601.958801498127
22349,22349,mean,6601.958801498127
22350,22350,mean,6601.958801498127
22351,22351,mean,6601.958801498127
22352,22352,mean,6601.958801498127
22353,22353,mean,6601.958801498127
22354,22354,mean,6601.958801498127
22355,22355,mean,6601.958801498127
22356,22356,mean,6601.958801498127
22357,22357,mean,6601.958801498127
22358,22358,mean,6601.958801498127
22359,22359,mean,6601.958801498127
22360,22360,mean,6609.822097378277
22361,22361,mean,6609.822097378277
22362,22362,mean,6609.822097378277
22363,22363,mean,6609.822097378277
22364,22364,mean,6609.822097378277
22365,22365,mean,6609.822097378277
22366,22366,mean,6609.822097378277
22367,22367,mean,6609.822097378277
22368,22368,mean,6609.822097378277
22369,22369,mean,6609.822097378277
22370,22370,mean,6609.822097378277
22371,22371,mean,6609.822097378277
22372,22372,mean,6609.822097378277
22373,22373,mean,6609.822097378277
22374,22374,mean,6609.822097378277
22375,22375,mean,6609.822097378277
22376,22376,mean,6609.822097378277
22377,22377,mean,6609.822097378277
22378,22378,mean,6609.822097378277
22379,22379,mean,6609.822097378277
22380,22380,mean,6609.822097378277
22381,22381,mean,6609.822097378277
22382,22382,mean,6609.822097378277
22383,22383,mean,6609.822097378277
22384,22384,mean,6609.822097378277
22385,22385,mean,6609.822097378277
22386,22386,mean,6609.822097378277
22387,22387,mean,6609.822097378277
22388,22388,mean,6609.822097378277
22389,22389,mean,6609.822097378277
22390,22390,mean,6609.822097378277
22391,22391,mean,6609.822097378277
22392,22392,mean,6609.822097378277
22393,22393,mean,6609.822097378277
22394,22394,mean,6609.822097378277
22395,22395,mean,6609.822097378277
22396,22396,mean,6609.822097378277
22397,22397,mean,6609.822097378277
22398,22398,mean,6609.822097378277
22399,22399,mean,6609.822097378277
22400,22400,mean,6609.822097378277
22401,22401,mean,6609.822097378277
22402,22402,mean,6609.822097378277
22403,22403,mean,6609.822097378277
22404,22404,mean,6609.822097378277
22405,22405,mean,6609.822097378277
22406,22406,mean,6609.822097378277
22407,22407,mean,6609.822097378277
22408,22408,mean,6609.822097378277
22409,22409,mean,6609.822097378277
22410,22410,mean,6609.822097378277
22411,22411,mean,6609.822097378277
22412,22412,mean,6609.822097378277
22413,22413,mean,6609.822097378277
22414,22414,mean,6609.822097378277
22415,22415,mean,6609.822097378277
22416,22416,mean,6609.822097378277
22417,22417,mean,6609.822097378277
22418,22418,mean,6609.822097378277
22419,22419,mean,6609.822097378277
22420,22420,mean,6609.822097378277
22421,22421,mean,6609.822097378277
22422,22422,mean,6609.822097378277
22423,22423,mean,6609.822097378277
22424,22424,mean,6609.822097378277
22425,22425,mean,6609.822097378277
22426,22426,mean,6609.822097378277
22427,22427,mean,6609.822097378277
22428,22428,mean,6609.822097378277
22429,22429,mean,6609.822097378277
22430,22430,mean,6609.822097378277
22431,22431,mean,6609.822097378277
22432,22432,mean,6609.822097378277
22433,22433,mean,6609.822097378277
22434,22434,mean,6609.822097378277
22435,22435,mean,6609.822097378277
22436,22436,mean,6609.822097378277
22437,22437,mean,6609.822097378277
22438,22438,mean,6609.822097378277
22439,22439,mean,6609.988764044944
22440,22440,mean,6609.988764044944
22441,22441,mean,6609.988764044944
22442,22442,mean,6609.988764044944
22443,22443,mean,6609.988764044944
22444,22444,mean,6609.988764044944
22445,22445,mean,6609.988764044944
22446,22446,mean,6609.988764044944
22447,22447,mean,6609.988764044944
22448,22448,mean,6609.988764044944
22449,22449,mean,6609.988764044944
22450,22450,mean,6609.988764044944
22451,22451,mean,6609.988764044944
22452,22452,mean,6609.988764044944
22453,22453,mean,6609.988764044944
22454,22454,mean,6609.988764044944
22455,22455,mean,6609.988764044944
22456,22456,mean,6609.988764044944
22457,22457,mean,6609.988764044944
22458,22458,mean,6609.988764044944
22459,22459,mean,6609.988764044944
22460,22460,mean,6609.988764044944
22461,22461,mean,6609.988764044944
