,Iteraties (0 indexed),Statistiek,Score (n_runs=12)
554,554,mean,5890.9475655430715
555,555,mean,5890.9475655430715
556,556,mean,5890.9475655430715
557,557,mean,5890.9475655430715
558,558,mean,5890.9475655430715
559,559,mean,5890.9475655430715
560,560,mean,5890.9475655430715
561,561,mean,5891.114232209738
562,562,mean,5891.114232209738
563,563,mean,5891.114232209738
564,564,mean,5891.114232209738
565,565,mean,5891.114232209738
566,566,mean,5891.864232209738
567,567,mean,5894.1975655430715
568,568,mean,5894.3342696629215
569,569,mean,5894.3342696629215
570,570,mean,5894.3342696629215
571,571,mean,5894.3342696629215
572,572,mean,5894.3342696629215
573,573,mean,5894.3342696629215
574,574,mean,5894.3342696629215
575,575,mean,5894.8576779026225
576,576,mean,5894.8576779026225
577,577,mean,5894.8576779026225
578,578,mean,5894.8576779026225
579,579,mean,5901.5543071161055
580,580,mean,5905.0543071161055
581,581,mean,5905.0543071161055
582,582,mean,5905.0543071161055
583,583,mean,5905.0543071161055
584,584,mean,5906.084269662922
585,585,mean,5916.114232209738
586,586,mean,5919.614232209738
587,587,mean,5919.614232209738
588,588,mean,5919.614232209738
589,589,mean,5919.614232209738
590,590,mean,5919.614232209738
591,591,mean,5919.614232209738
592,592,mean,5919.614232209738
593,593,mean,5919.614232209738
594,594,mean,5919.614232209738
595,595,mean,5919.614232209738
596,596,mean,5919.614232209738
597,597,mean,5919.614232209738
598,598,mean,5919.614232209738
599,599,mean,5919.614232209738
600,600,mean,5925.144194756554
601,601,mean,5938.507490636704
602,602,mean,5940.257490636704
603,603,mean,5940.257490636704
604,604,mean,5940.257490636704
605,605,mean,5940.257490636704
606,606,mean,5940.257490636704
607,607,mean,5940.257490636704
608,608,mean,5940.257490636704
609,609,mean,5940.340823970037
610,610,mean,5940.340823970037
611,611,mean,5940.340823970037
612,612,mean,5940.340823970037
613,613,mean,5940.340823970037
614,614,mean,5940.340823970037
615,615,mean,5940.340823970037
616,616,mean,5940.340823970037
617,617,mean,5940.340823970037
618,618,mean,5944.78745318352
619,619,mean,5944.78745318352
620,620,mean,5944.78745318352
621,621,mean,5944.78745318352
622,622,mean,5944.78745318352
623,623,mean,5944.78745318352
624,624,mean,5944.78745318352
625,625,mean,5944.78745318352
626,626,mean,5944.78745318352
627,627,mean,5944.78745318352
628,628,mean,5944.78745318352
629,629,mean,5944.78745318352
630,630,mean,5948.28745318352
631,631,mean,5948.28745318352
632,632,mean,5948.28745318352
633,633,mean,5948.28745318352
634,634,mean,5948.28745318352
635,635,mean,5948.28745318352
636,636,mean,5948.28745318352
637,637,mean,5948.28745318352
638,638,mean,5948.28745318352
639,639,mean,5948.28745318352
640,640,mean,5948.28745318352
641,641,mean,5948.28745318352
642,642,mean,5948.28745318352
643,643,mean,5948.28745318352
644,644,mean,5948.28745318352
645,645,mean,5948.28745318352
646,646,mean,5948.28745318352
647,647,mean,5948.28745318352
648,648,mean,5950.5674157303365
649,649,mean,5950.5674157303365
650,650,mean,5952.0674157303365
651,651,mean,5952.0674157303365
652,652,mean,5951.9007490636695
653,653,mean,5951.9007490636695
654,654,mean,5951.9007490636695
655,655,mean,5951.9007490636695
656,656,mean,5951.9007490636695
657,657,mean,5951.9007490636695
658,658,mean,5951.9007490636695
659,659,mean,5951.9007490636695
660,660,mean,5951.9007490636695
661,661,mean,5951.9007490636695
662,662,mean,5951.9007490636695
663,663,mean,5951.9007490636695
664,664,mean,5951.9007490636695
665,665,mean,5951.9007490636695
666,666,mean,5951.9007490636695
667,667,mean,5968.1273408239695
668,668,mean,5968.710674157303
669,669,mean,5968.710674157303
670,670,mean,5968.710674157303
671,671,mean,5968.710674157303
672,672,mean,5968.710674157303
673,673,mean,5968.710674157303
674,674,mean,5968.710674157303
675,675,mean,5968.710674157303
676,676,mean,5968.710674157303
677,677,mean,5968.710674157303
678,678,mean,5970.1807116104865
679,679,mean,5970.1807116104865
680,680,mean,5970.1807116104865
681,681,mean,5970.1807116104865
682,682,mean,5970.1807116104865
683,683,mean,5970.1807116104865
684,684,mean,5969.597378277153
685,685,mean,5970.0140449438195
686,686,mean,5970.0140449438195
687,687,mean,5970.0140449438195
688,688,mean,5970.0140449438195
689,689,mean,5982.407303370786
690,690,mean,5982.407303370786
691,691,mean,5982.407303370786
692,692,mean,5982.407303370786
693,693,mean,5982.407303370786
694,694,mean,5982.407303370786
695,695,mean,5982.407303370786
696,696,mean,5982.407303370786
697,697,mean,5982.407303370786
698,698,mean,5982.407303370786
699,699,mean,5982.407303370786
700,700,mean,5984.823970037453
701,701,mean,5984.823970037453
702,702,mean,5984.823970037453
703,703,mean,5984.907303370786
704,704,mean,5984.907303370786
705,705,mean,5984.907303370786
706,706,mean,5984.907303370786
707,707,mean,5984.907303370786
708,708,mean,5984.907303370786
709,709,mean,5984.907303370786
710,710,mean,5984.907303370786
711,711,mean,5984.907303370786
712,712,mean,5984.907303370786
713,713,mean,5984.907303370786
714,714,mean,5984.907303370786
715,715,mean,5984.907303370786
716,716,mean,5984.907303370786
717,717,mean,5984.907303370786
718,718,mean,5984.907303370786
719,719,mean,5984.907303370786
720,720,mean,5984.907303370786
721,721,mean,5984.907303370786
722,722,mean,5984.907303370786
723,723,mean,5986.294007490636
724,724,mean,5986.294007490636
725,725,mean,5986.294007490636
726,726,mean,5986.294007490636
727,727,mean,5986.294007490636
728,728,mean,5986.294007490636
729,729,mean,5986.294007490636
730,730,mean,5986.294007490636
731,731,mean,5986.294007490636
732,732,mean,5986.294007490636
733,733,mean,5986.294007490636
734,734,mean,5986.294007490636
735,735,mean,5986.294007490636
736,736,mean,5992.544007490636
737,737,mean,5992.544007490636
738,738,mean,5992.544007490636
739,739,mean,5992.544007490636
740,740,mean,6001.294007490636
741,741,mean,6001.294007490636
742,742,mean,6001.294007490636
743,743,mean,6001.294007490636
744,744,mean,6001.294007490636
745,745,mean,6001.294007490636
746,746,mean,6001.294007490636
747,747,mean,6001.294007490636
748,748,mean,6001.294007490636
749,749,mean,6001.294007490636
750,750,mean,6001.294007490636
751,751,mean,6001.294007490636
752,752,mean,6001.294007490636
753,753,mean,6001.294007490636
754,754,mean,6001.294007490636
755,755,mean,6001.294007490636
756,756,mean,6001.044007490636
757,757,mean,6001.044007490636
758,758,mean,6001.044007490636
759,759,mean,6001.044007490636
760,760,mean,6001.044007490636
761,761,mean,6001.044007490636
762,762,mean,6001.044007490636
763,763,mean,6001.044007490636
764,764,mean,6001.044007490636
765,765,mean,6001.044007490636
766,766,mean,6001.044007490636
767,767,mean,6001.044007490636
768,768,mean,6001.044007490636
769,769,mean,6001.044007490636
770,770,mean,6001.044007490636
771,771,mean,6001.044007490636
772,772,mean,6001.044007490636
773,773,mean,6001.044007490636
774,774,mean,6001.044007490636
775,775,mean,6001.044007490636
776,776,mean,6001.044007490636
777,777,mean,6001.044007490636
778,778,mean,6001.044007490636
779,779,mean,6001.044007490636
780,780,mean,6001.044007490636
781,781,mean,6001.044007490636
782,782,mean,6001.044007490636
783,783,mean,6001.044007490636
784,784,mean,6001.044007490636
785,785,mean,6001.044007490636
786,786,mean,6001.044007490636
787,787,mean,6001.044007490636
788,788,mean,6001.044007490636
789,789,mean,6001.044007490636
790,790,mean,6001.044007490636
791,791,mean,6001.044007490636
792,792,mean,6011.937265917603
793,793,mean,6011.937265917603
794,794,mean,6011.937265917603
795,795,mean,6011.937265917603
796,796,mean,6011.937265917603
797,797,mean,6011.937265917603
798,798,mean,6011.937265917603
799,799,mean,6011.937265917603
800,800,mean,6011.937265917603
801,801,mean,6011.937265917603
802,802,mean,6011.937265917603
803,803,mean,6011.937265917603
804,804,mean,6011.937265917603
805,805,mean,6011.853932584269
806,806,mean,6011.853932584269
807,807,mean,6011.853932584269
808,808,mean,6011.853932584269
809,809,mean,6011.853932584269
810,810,mean,6011.853932584269
811,811,mean,6011.853932584269
812,812,mean,6015.020599250936
813,813,mean,6015.020599250936
814,814,mean,6015.020599250936
815,815,mean,6015.020599250936
816,816,mean,6015.020599250936
817,817,mean,6016.353932584269
818,818,mean,6016.353932584269
819,819,mean,6016.353932584269
820,820,mean,6016.353932584269
821,821,mean,6016.353932584269
822,822,mean,6016.353932584269
823,823,mean,6016.353932584269
824,824,mean,6016.353932584269
825,825,mean,6016.353932584269
826,826,mean,6016.353932584269
827,827,mean,6016.353932584269
828,828,mean,6016.353932584269
829,829,mean,6016.353932584269
830,830,mean,6016.353932584269
831,831,mean,6016.353932584269
832,832,mean,6016.353932584269
833,833,mean,6016.353932584269
834,834,mean,6016.353932584269
835,835,mean,6016.353932584269
836,836,mean,6016.353932584269
837,837,mean,6016.353932584269
838,838,mean,6016.353932584269
839,839,mean,6016.353932584269
840,840,mean,6016.353932584269
841,841,mean,6016.353932584269
842,842,mean,6016.353932584269
843,843,mean,6016.353932584269
844,844,mean,6016.353932584269
845,845,mean,6016.353932584269
846,846,mean,6016.353932584269
847,847,mean,6016.353932584269
848,848,mean,6016.353932584269
849,849,mean,6016.353932584269
850,850,mean,6016.353932584269
851,851,mean,6016.353932584269
852,852,mean,6016.353932584269
853,853,mean,6016.353932584269
854,854,mean,6016.353932584269
855,855,mean,6016.353932584269
856,856,mean,6016.353932584269
857,857,mean,6016.353932584269
858,858,mean,6016.353932584269
859,859,mean,6016.353932584269
860,860,mean,6016.353932584269
861,861,mean,6016.353932584269
862,862,mean,6016.353932584269
863,863,mean,6016.353932584269
864,864,mean,6016.353932584269
865,865,mean,6016.353932584269
866,866,mean,6016.353932584269
867,867,mean,6015.937265917603
868,868,mean,6015.937265917603
869,869,mean,6015.937265917603
870,870,mean,6015.937265917603
871,871,mean,6015.937265917603
872,872,mean,6015.937265917603
873,873,mean,6015.937265917603
874,874,mean,6015.937265917603
875,875,mean,6015.937265917603
876,876,mean,6015.937265917603
877,877,mean,6015.937265917603
878,878,mean,6015.937265917603
879,879,mean,6015.937265917603
880,880,mean,6015.937265917603
881,881,mean,6015.937265917603
882,882,mean,6015.937265917603
883,883,mean,6015.937265917603
884,884,mean,6015.937265917603
885,885,mean,6015.937265917603
886,886,mean,6016.520599250936
887,887,mean,6016.520599250936
888,888,mean,6016.520599250936
889,889,mean,6016.520599250936
890,890,mean,6016.520599250936
891,891,mean,6016.520599250936
892,892,mean,6016.520599250936
893,893,mean,6016.520599250936
894,894,mean,6016.520599250936
895,895,mean,6016.520599250936
896,896,mean,6016.520599250936
897,897,mean,6016.520599250936
898,898,mean,6016.520599250936
899,899,mean,6016.520599250936
900,900,mean,6016.520599250936
901,901,mean,6016.520599250936
902,902,mean,6016.520599250936
903,903,mean,6016.520599250936
904,904,mean,6016.520599250936
905,905,mean,6016.520599250936
906,906,mean,6016.520599250936
907,907,mean,6018.353932584269
908,908,mean,6018.353932584269
909,909,mean,6018.353932584269
910,910,mean,6018.353932584269
911,911,mean,6018.353932584269
912,912,mean,6018.353932584269
913,913,mean,6018.353932584269
914,914,mean,6018.353932584269
915,915,mean,6018.353932584269
916,916,mean,6018.353932584269
