,Iteraties (0 indexed),Statistiek,Score (n_runs=20)
22501,22501,mean,6627.039887640449
22502,22502,mean,6627.789887640449
22503,22503,mean,6627.789887640449
22504,22504,mean,6627.789887640449
22505,22505,mean,6627.789887640449
22506,22506,mean,6627.789887640449
22507,22507,mean,6627.789887640449
22508,22508,mean,6627.789887640449
22509,22509,mean,6627.789887640449
22510,22510,mean,6627.789887640449
22511,22511,mean,6627.789887640449
22512,22512,mean,6627.789887640449
22513,22513,mean,6627.789887640449
22514,22514,mean,6627.789887640449
22515,22515,mean,6627.789887640449
22516,22516,mean,6627.789887640449
22517,22517,mean,6627.789887640449
22518,22518,mean,6627.789887640449
22519,22519,mean,6627.789887640449
22520,22520,mean,6627.789887640449
22521,22521,mean,6627.789887640449
22522,22522,mean,6627.789887640449
22523,22523,mean,6627.789887640449
22524,22524,mean,6627.789887640449
22525,22525,mean,6627.789887640449
22526,22526,mean,6627.789887640449
22527,22527,mean,6627.789887640449
22528,22528,mean,6627.789887640449
22529,22529,mean,6627.789887640449
22530,22530,mean,6627.789887640449
22531,22531,mean,6627.889887640449
22532,22532,mean,6627.889887640449
22533,22533,mean,6627.889887640449
22534,22534,mean,6627.889887640449
22535,22535,mean,6627.889887640449
22536,22536,mean,6627.889887640449
22537,22537,mean,6627.889887640449
22538,22538,mean,6627.889887640449
22539,22539,mean,6627.889887640449
22540,22540,mean,6627.889887640449
22541,22541,mean,6627.889887640449
22542,22542,mean,6627.889887640449
22543,22543,mean,6627.889887640449
22544,22544,mean,6627.889887640449
22545,22545,mean,6627.889887640449
22546,22546,mean,6627.889887640449
22547,22547,mean,6627.889887640449
22548,22548,mean,6627.889887640449
22549,22549,mean,6627.889887640449
22550,22550,mean,6627.889887640449
22551,22551,mean,6627.889887640449
22552,22552,mean,6627.889887640449
22553,22553,mean,6627.889887640449
22554,22554,mean,6627.889887640449
22555,22555,mean,6627.889887640449
22556,22556,mean,6627.889887640449
22557,22557,mean,6627.889887640449
22558,22558,mean,6627.889887640449
22559,22559,mean,6627.889887640449
22560,22560,mean,6627.889887640449
22561,22561,mean,6627.889887640449
22562,22562,mean,6627.889887640449
22563,22563,mean,6627.889887640449
22564,22564,mean,6627.889887640449
22565,22565,mean,6627.889887640449
22566,22566,mean,6627.889887640449
22567,22567,mean,6627.889887640449
22568,22568,mean,6627.889887640449
22569,22569,mean,6627.889887640449
22570,22570,mean,6627.889887640449
22571,22571,mean,6627.889887640449
22572,22572,mean,6627.889887640449
22573,22573,mean,6627.889887640449
22574,22574,mean,6627.889887640449
22575,22575,mean,6627.889887640449
22576,22576,mean,6627.889887640449
22577,22577,mean,6627.889887640449
22578,22578,mean,6627.889887640449
22579,22579,mean,6627.889887640449
22580,22580,mean,6627.889887640449
22581,22581,mean,6627.889887640449
22582,22582,mean,6627.889887640449
22583,22583,mean,6627.889887640449
22584,22584,mean,6627.889887640449
22585,22585,mean,6627.889887640449
22586,22586,mean,6627.889887640449
22587,22587,mean,6627.889887640449
22588,22588,mean,6627.889887640449
22589,22589,mean,6627.889887640449
22590,22590,mean,6628.189887640449
22591,22591,mean,6628.189887640449
22592,22592,mean,6628.189887640449
22593,22593,mean,6628.189887640449
22594,22594,mean,6628.189887640449
22595,22595,mean,6628.189887640449
22596,22596,mean,6628.189887640449
22597,22597,mean,6628.189887640449
22598,22598,mean,6628.189887640449
22599,22599,mean,6628.189887640449
22600,22600,mean,6628.189887640449
22601,22601,mean,6628.189887640449
22602,22602,mean,6628.189887640449
22603,22603,mean,6628.189887640449
22604,22604,mean,6628.189887640449
22605,22605,mean,6628.189887640449
22606,22606,mean,6628.189887640449
22607,22607,mean,6628.189887640449
22608,22608,mean,6628.189887640449
22609,22609,mean,6628.189887640449
22610,22610,mean,6628.189887640449
22611,22611,mean,6628.189887640449
22612,22612,mean,6628.189887640449
22613,22613,mean,6628.189887640449
22614,22614,mean,6628.189887640449
22615,22615,mean,6628.189887640449
22616,22616,mean,6628.189887640449
22617,22617,mean,6628.189887640449
22618,22618,mean,6628.189887640449
22619,22619,mean,6628.189887640449
22620,22620,mean,6628.189887640449
22621,22621,mean,6628.189887640449
22622,22622,mean,6628.189887640449
22623,22623,mean,6628.189887640449
22624,22624,mean,6628.189887640449
22625,22625,mean,6628.189887640449
22626,22626,mean,6628.189887640449
22627,22627,mean,6628.189887640449
22628,22628,mean,6628.189887640449
22629,22629,mean,6628.189887640449
22630,22630,mean,6628.189887640449
22631,22631,mean,6628.189887640449
22632,22632,mean,6628.189887640449
22633,22633,mean,6628.189887640449
22634,22634,mean,6628.189887640449
22635,22635,mean,6628.189887640449
22636,22636,mean,6628.189887640449
22637,22637,mean,6628.189887640449
22638,22638,mean,6628.189887640449
22639,22639,mean,6628.189887640449
22640,22640,mean,6628.189887640449
22641,22641,mean,6628.189887640449
22642,22642,mean,6628.189887640449
22643,22643,mean,6628.189887640449
22644,22644,mean,6628.189887640449
22645,22645,mean,6628.189887640449
22646,22646,mean,6628.189887640449
22647,22647,mean,6628.189887640449
22648,22648,mean,6628.189887640449
22649,22649,mean,6628.189887640449
22650,22650,mean,6628.189887640449
22651,22651,mean,6628.189887640449
22652,22652,mean,6628.189887640449
22653,22653,mean,6628.189887640449
22654,22654,mean,6628.189887640449
22655,22655,mean,6628.189887640449
22656,22656,mean,6628.189887640449
22657,22657,mean,6628.189887640449
22658,22658,mean,6628.189887640449
22659,22659,mean,6628.189887640449
22660,22660,mean,6628.189887640449
22661,22661,mean,6628.189887640449
22662,22662,mean,6628.189887640449
22663,22663,mean,6628.189887640449
22664,22664,mean,6628.189887640449
22665,22665,mean,6628.189887640449
22666,22666,mean,6628.189887640449
22667,22667,mean,6628.189887640449
22668,22668,mean,6628.189887640449
22669,22669,mean,6628.189887640449
22670,22670,mean,6628.189887640449
22671,22671,mean,6628.189887640449
22672,22672,mean,6628.189887640449
22673,22673,mean,6628.189887640449
22674,22674,mean,6628.189887640449
22675,22675,mean,6628.189887640449
22676,22676,mean,6628.189887640449
22677,22677,mean,6628.189887640449
22678,22678,mean,6628.189887640449
22679,22679,mean,6628.189887640449
22680,22680,mean,6628.189887640449
22681,22681,mean,6628.189887640449
22682,22682,mean,6628.189887640449
22683,22683,mean,6628.189887640449
22684,22684,mean,6628.189887640449
22685,22685,mean,6628.189887640449
22686,22686,mean,6628.189887640449
22687,22687,mean,6628.189887640449
22688,22688,mean,6628.189887640449
22689,22689,mean,6628.189887640449
22690,22690,mean,6628.189887640449
22691,22691,mean,6628.189887640449
22692,22692,mean,6628.189887640449
22693,22693,mean,6628.189887640449
22694,22694,mean,6628.189887640449
22695,22695,mean,6628.189887640449
22696,22696,mean,6628.189887640449
22697,22697,mean,6628.189887640449
22698,22698,mean,6628.189887640449
22699,22699,mean,6628.189887640449
22700,22700,mean,6628.189887640449
22701,22701,mean,6628.189887640449
22702,22702,mean,6628.189887640449
22703,22703,mean,6628.189887640449
22704,22704,mean,6628.189887640449
22705,22705,mean,6628.189887640449
22706,22706,mean,6628.189887640449
22707,22707,mean,6628.189887640449
22708,22708,mean,6628.189887640449
22709,22709,mean,6628.189887640449
22710,22710,mean,6628.189887640449
22711,22711,mean,6628.189887640449
22712,22712,mean,6628.189887640449
22713,22713,mean,6628.189887640449
22714,22714,mean,6628.189887640449
22715,22715,mean,6628.189887640449
22716,22716,mean,6628.189887640449
22717,22717,mean,6628.189887640449
22718,22718,mean,6628.189887640449
22719,22719,mean,6628.189887640449
22720,22720,mean,6628.189887640449
22721,22721,mean,6628.189887640449
22722,22722,mean,6628.189887640449
22723,22723,mean,6628.189887640449
22724,22724,mean,6628.189887640449
22725,22725,mean,6628.189887640449
22726,22726,mean,6628.189887640449
22727,22727,mean,6628.189887640449
22728,22728,mean,6628.189887640449
22729,22729,mean,6628.189887640449
22730,22730,mean,6628.189887640449
22731,22731,mean,6628.189887640449
22732,22732,mean,6628.189887640449
22733,22733,mean,6628.189887640449
22734,22734,mean,6628.189887640449
22735,22735,mean,6628.189887640449
22736,22736,mean,6628.189887640449
22737,22737,mean,6628.189887640449
22738,22738,mean,6628.189887640449
22739,22739,mean,6628.189887640449
22740,22740,mean,6628.189887640449
22741,22741,mean,6628.189887640449
22742,22742,mean,6628.189887640449
22743,22743,mean,6628.189887640449
22744,22744,mean,6628.189887640449
22745,22745,mean,6628.189887640449
22746,22746,mean,6628.189887640449
22747,22747,mean,6628.189887640449
22748,22748,mean,6628.189887640449
22749,22749,mean,6628.189887640449
22750,22750,mean,6628.189887640449
22751,22751,mean,6628.189887640449
22752,22752,mean,6628.189887640449
22753,22753,mean,6628.2398876404495
22754,22754,mean,6628.2398876404495
22755,22755,mean,6628.2398876404495
22756,22756,mean,6628.2398876404495
22757,22757,mean,6628.2398876404495
22758,22758,mean,6628.2398876404495
22759,22759,mean,6628.2398876404495
22760,22760,mean,6628.2398876404495
22761,22761,mean,6628.2398876404495
22762,22762,mean,6628.2398876404495
22763,22763,mean,6628.2398876404495
22764,22764,mean,6628.2398876404495
22765,22765,mean,6628.2398876404495
22766,22766,mean,6628.2398876404495
22767,22767,mean,6628.2398876404495
22768,22768,mean,6628.2398876404495
22769,22769,mean,6628.2398876404495
22770,22770,mean,6628.2398876404495
22771,22771,mean,6628.2398876404495
22772,22772,mean,6628.2398876404495
22773,22773,mean,6628.2398876404495
22774,22774,mean,6628.2398876404495
22775,22775,mean,6628.2398876404495
22776,22776,mean,6628.2398876404495
22777,22777,mean,6628.2398876404495
22778,22778,mean,6628.2398876404495
22779,22779,mean,6628.2398876404495
22780,22780,mean,6628.2398876404495
22781,22781,mean,6628.2398876404495
22782,22782,mean,6628.2398876404495
22783,22783,mean,6628.2398876404495
22784,22784,mean,6628.2398876404495
22785,22785,mean,6628.2398876404495
22786,22786,mean,6628.2398876404495
22787,22787,mean,6628.2398876404495
22788,22788,mean,6628.2398876404495
22789,22789,mean,6628.2398876404495
22790,22790,mean,6628.2398876404495
22791,22791,mean,6628.2398876404495
22792,22792,mean,6628.2398876404495
22793,22793,mean,6628.2398876404495
22794,22794,mean,6628.2398876404495
22795,22795,mean,6628.2398876404495
22796,22796,mean,6628.2398876404495
22797,22797,mean,6628.2398876404495
22798,22798,mean,6628.2398876404495
22799,22799,mean,6628.2398876404495
22800,22800,mean,6628.2398876404495
22801,22801,mean,6628.2398876404495
22802,22802,mean,6628.2398876404495
22803,22803,mean,6628.2398876404495
22804,22804,mean,6628.2398876404495
22805,22805,mean,6628.2398876404495
22806,22806,mean,6628.2398876404495
22807,22807,mean,6628.2398876404495
22808,22808,mean,6628.2398876404495
22809,22809,mean,6628.2398876404495
22810,22810,mean,6628.2398876404495
22811,22811,mean,6628.2398876404495
22812,22812,mean,6628.2398876404495
22813,22813,mean,6628.2398876404495
22814,22814,mean,6628.2398876404495
22815,22815,mean,6628.2398876404495
22816,22816,mean,6628.2398876404495
22817,22817,mean,6628.2398876404495
22818,22818,mean,6628.2398876404495
22819,22819,mean,6628.2398876404495
22820,22820,mean,6628.2398876404495
22821,22821,mean,6628.2398876404495
22822,22822,mean,6628.2398876404495
22823,22823,mean,6628.2398876404495
22824,22824,mean,6628.2398876404495
22825,22825,mean,6628.2398876404495
22826,22826,mean,6628.2398876404495
22827,22827,mean,6628.2398876404495
22828,22828,mean,6628.2398876404495
22829,22829,mean,6628.2398876404495
22830,22830,mean,6628.2398876404495
22831,22831,mean,6628.2398876404495
22832,22832,mean,6628.2398876404495
22833,22833,mean,6628.689887640449
22834,22834,mean,6628.689887640449
22835,22835,mean,6628.689887640449
22836,22836,mean,6628.689887640449
22837,22837,mean,6628.689887640449
22838,22838,mean,6628.689887640449
22839,22839,mean,6628.689887640449
22840,22840,mean,6628.689887640449
22841,22841,mean,6628.689887640449
22842,22842,mean,6628.689887640449
22843,22843,mean,6628.689887640449
22844,22844,mean,6628.689887640449
22845,22845,mean,6628.689887640449
22846,22846,mean,6628.689887640449
22847,22847,mean,6628.689887640449
22848,22848,mean,6628.689887640449
22849,22849,mean,6628.689887640449
22850,22850,mean,6628.689887640449
22851,22851,mean,6628.689887640449
22852,22852,mean,6628.689887640449
22853,22853,mean,6628.689887640449
22854,22854,mean,6628.689887640449
22855,22855,mean,6628.689887640449
22856,22856,mean,6628.689887640449
22857,22857,mean,6628.689887640449
22858,22858,mean,6628.689887640449
22859,22859,mean,6628.689887640449
22860,22860,mean,6628.689887640449
22861,22861,mean,6628.689887640449
22862,22862,mean,6628.689887640449
22863,22863,mean,6628.689887640449
22864,22864,mean,6628.689887640449
22865,22865,mean,6628.689887640449
22866,22866,mean,6628.689887640449
22867,22867,mean,6628.689887640449
22868,22868,mean,6628.689887640449
22869,22869,mean,6628.689887640449
22870,22870,mean,6628.689887640449
22871,22871,mean,6628.689887640449
22872,22872,mean,6628.689887640449
22873,22873,mean,6628.689887640449
22874,22874,mean,6628.689887640449
22875,22875,mean,6628.689887640449
22876,22876,mean,6628.689887640449
22877,22877,mean,6628.689887640449
22878,22878,mean,6628.689887640449
22879,22879,mean,6628.689887640449
22880,22880,mean,6628.689887640449
22881,22881,mean,6628.689887640449
22882,22882,mean,6628.689887640449
22883,22883,mean,6628.689887640449
22884,22884,mean,6628.689887640449
22885,22885,mean,6628.689887640449
22886,22886,mean,6628.689887640449
22887,22887,mean,6628.689887640449
22888,22888,mean,6628.689887640449
22889,22889,mean,6628.689887640449
22890,22890,mean,6628.689887640449
22891,22891,mean,6628.689887640449
22892,22892,mean,6628.689887640449
22893,22893,mean,6628.689887640449
22894,22894,mean,6628.689887640449
22895,22895,mean,6628.689887640449
22896,22896,mean,6628.689887640449
22897,22897,mean,6628.689887640449
22898,22898,mean,6629.139887640449
22899,22899,mean,6629.139887640449
22900,22900,mean,6629.139887640449
22901,22901,mean,6629.139887640449
22902,22902,mean,6629.139887640449
22903,22903,mean,6629.139887640449
22904,22904,mean,6629.139887640449
22905,22905,mean,6629.139887640449
22906,22906,mean,6629.139887640449
22907,22907,mean,6629.139887640449
22908,22908,mean,6629.139887640449
22909,22909,mean,6629.139887640449
22910,22910,mean,6629.139887640449
22911,22911,mean,6629.139887640449
22912,22912,mean,6629.139887640449
22913,22913,mean,6629.139887640449
22914,22914,mean,6629.139887640449
22915,22915,mean,6629.139887640449
22916,22916,mean,6629.139887640449
22917,22917,mean,6629.139887640449
22918,22918,mean,6629.139887640449
22919,22919,mean,6629.139887640449
22920,22920,mean,6629.139887640449
22921,22921,mean,6629.139887640449
22922,22922,mean,6629.139887640449
22923,22923,mean,6629.139887640449
22924,22924,mean,6629.139887640449
22925,22925,mean,6629.139887640449
22926,22926,mean,6629.139887640449
22927,22927,mean,6629.139887640449
22928,22928,mean,6629.939887640449
22929,22929,mean,6629.939887640449
22930,22930,mean,6629.939887640449
22931,22931,mean,6629.939887640449
22932,22932,mean,6629.939887640449
22933,22933,mean,6629.939887640449
22934,22934,mean,6629.939887640449
22935,22935,mean,6629.939887640449
22936,22936,mean,6629.939887640449
22937,22937,mean,6629.939887640449
22938,22938,mean,6629.939887640449
22939,22939,mean,6629.939887640449
22940,22940,mean,6629.939887640449
22941,22941,mean,6629.939887640449
22942,22942,mean,6629.939887640449
22943,22943,mean,6629.939887640449
22944,22944,mean,6629.939887640449
22945,22945,mean,6629.939887640449
22946,22946,mean,6629.939887640449
22947,22947,mean,6629.939887640449
22948,22948,mean,6629.939887640449
22949,22949,mean,6629.939887640449
22950,22950,mean,6629.939887640449
22951,22951,mean,6629.939887640449
22952,22952,mean,6629.939887640449
22953,22953,mean,6629.939887640449
22954,22954,mean,6629.939887640449
22955,22955,mean,6629.939887640449
22956,22956,mean,6629.939887640449
22957,22957,mean,6629.939887640449
22958,22958,mean,6629.939887640449
22959,22959,mean,6629.939887640449
22960,22960,mean,6629.939887640449
22961,22961,mean,6629.939887640449
22962,22962,mean,6629.939887640449
22963,22963,mean,6629.939887640449
22964,22964,mean,6629.939887640449
22965,22965,mean,6629.939887640449
22966,22966,mean,6629.939887640449
22967,22967,mean,6629.939887640449
22968,22968,mean,6629.939887640449
22969,22969,mean,6629.939887640449
22970,22970,mean,6629.939887640449
22971,22971,mean,6629.939887640449
22972,22972,mean,6629.939887640449
22973,22973,mean,6629.939887640449
22974,22974,mean,6629.939887640449
22975,22975,mean,6629.939887640449
22976,22976,mean,6630.689887640449
22977,22977,mean,6630.689887640449
22978,22978,mean,6630.689887640449
22979,22979,mean,6630.689887640449
22980,22980,mean,6630.689887640449
22981,22981,mean,6630.689887640449
22982,22982,mean,6630.689887640449
22983,22983,mean,6630.689887640449
22984,22984,mean,6630.689887640449
22985,22985,mean,6630.689887640449
22986,22986,mean,6630.689887640449
22987,22987,mean,6630.689887640449
22988,22988,mean,6630.689887640449
22989,22989,mean,6630.689887640449
22990,22990,mean,6630.689887640449
22991,22991,mean,6630.689887640449
22992,22992,mean,6630.689887640449
22993,22993,mean,6630.689887640449
22994,22994,mean,6630.689887640449
22995,22995,mean,6630.689887640449
22996,22996,mean,6630.689887640449
22997,22997,mean,6630.689887640449
22998,22998,mean,6630.689887640449
22999,22999,mean,6630.689887640449
23000,23000,mean,6630.689887640449
23001,23001,mean,6630.689887640449
23002,23002,mean,6630.689887640449
23003,23003,mean,6630.689887640449
23004,23004,mean,6630.689887640449
23005,23005,mean,6630.689887640449
23006,23006,mean,6630.689887640449
23007,23007,mean,6630.689887640449
23008,23008,mean,6630.689887640449
23009,23009,mean,6630.689887640449
23010,23010,mean,6630.689887640449
23011,23011,mean,6630.689887640449
23012,23012,mean,6630.689887640449
23013,23013,mean,6630.689887640449
23014,23014,mean,6630.689887640449
23015,23015,mean,6630.689887640449
23016,23016,mean,6630.689887640449
23017,23017,mean,6630.689887640449
23018,23018,mean,6630.689887640449
23019,23019,mean,6630.689887640449
23020,23020,mean,6630.689887640449
23021,23021,mean,6630.689887640449
23022,23022,mean,6630.689887640449
23023,23023,mean,6630.689887640449
23024,23024,mean,6630.689887640449
23025,23025,mean,6630.689887640449
23026,23026,mean,6630.689887640449
23027,23027,mean,6630.689887640449
23028,23028,mean,6630.689887640449
23029,23029,mean,6630.689887640449
23030,23030,mean,6630.689887640449
23031,23031,mean,6630.689887640449
23032,23032,mean,6630.689887640449
23033,23033,mean,6630.689887640449
23034,23034,mean,6630.689887640449
23035,23035,mean,6630.689887640449
23036,23036,mean,6630.689887640449
23037,23037,mean,6630.689887640449
23038,23038,mean,6630.689887640449
23039,23039,mean,6630.689887640449
23040,23040,mean,6630.689887640449
23041,23041,mean,6630.689887640449
23042,23042,mean,6630.689887640449
23043,23043,mean,6630.689887640449
23044,23044,mean,6630.689887640449
23045,23045,mean,6630.689887640449
23046,23046,mean,6630.689887640449
23047,23047,mean,6630.689887640449
23048,23048,mean,6630.689887640449
23049,23049,mean,6630.689887640449
23050,23050,mean,6630.689887640449
23051,23051,mean,6630.689887640449
23052,23052,mean,6630.689887640449
23053,23053,mean,6630.689887640449
23054,23054,mean,6630.689887640449
23055,23055,mean,6630.689887640449
23056,23056,mean,6630.689887640449
23057,23057,mean,6630.689887640449
23058,23058,mean,6630.689887640449
23059,23059,mean,6630.689887640449
23060,23060,mean,6630.689887640449
23061,23061,mean,6630.689887640449
23062,23062,mean,6630.689887640449
23063,23063,mean,6630.689887640449
23064,23064,mean,6630.689887640449
23065,23065,mean,6630.689887640449
23066,23066,mean,6630.689887640449
23067,23067,mean,6630.689887640449
23068,23068,mean,6630.689887640449
23069,23069,mean,6630.689887640449
23070,23070,mean,6630.689887640449
23071,23071,mean,6630.689887640449
23072,23072,mean,6630.689887640449
23073,23073,mean,6630.689887640449
23074,23074,mean,6630.689887640449
23075,23075,mean,6630.689887640449
23076,23076,mean,6630.689887640449
23077,23077,mean,6630.689887640449
23078,23078,mean,6630.689887640449
23079,23079,mean,6630.689887640449
23080,23080,mean,6630.689887640449
23081,23081,mean,6630.689887640449
23082,23082,mean,6630.689887640449
23083,23083,mean,6630.689887640449
23084,23084,mean,6630.689887640449
23085,23085,mean,6630.689887640449
23086,23086,mean,6630.689887640449
23087,23087,mean,6630.689887640449
23088,23088,mean,6630.689887640449
23089,23089,mean,6630.689887640449
23090,23090,mean,6630.689887640449
23091,23091,mean,6630.689887640449
23092,23092,mean,6630.689887640449
23093,23093,mean,6630.689887640449
23094,23094,mean,6630.689887640449
23095,23095,mean,6630.689887640449
23096,23096,mean,6630.689887640449
23097,23097,mean,6630.689887640449
23098,23098,mean,6630.689887640449
23099,23099,mean,6630.689887640449
23100,23100,mean,6630.689887640449
23101,23101,mean,6630.689887640449
23102,23102,mean,6630.689887640449
23103,23103,mean,6630.689887640449
23104,23104,mean,6630.689887640449
23105,23105,mean,6630.689887640449
23106,23106,mean,6630.689887640449
23107,23107,mean,6630.689887640449
23108,23108,mean,6630.689887640449
23109,23109,mean,6630.689887640449
23110,23110,mean,6630.689887640449
23111,23111,mean,6630.689887640449
23112,23112,mean,6630.689887640449
23113,23113,mean,6630.689887640449
23114,23114,mean,6630.689887640449
23115,23115,mean,6630.689887640449
23116,23116,mean,6630.689887640449
23117,23117,mean,6630.689887640449
23118,23118,mean,6630.689887640449
23119,23119,mean,6630.689887640449
23120,23120,mean,6630.689887640449
23121,23121,mean,6630.689887640449
23122,23122,mean,6630.689887640449
23123,23123,mean,6630.689887640449
23124,23124,mean,6630.689887640449
23125,23125,mean,6630.689887640449
23126,23126,mean,6630.689887640449
23127,23127,mean,6630.689887640449
23128,23128,mean,6630.689887640449
23129,23129,mean,6630.689887640449
23130,23130,mean,6630.689887640449
23131,23131,mean,6630.689887640449
23132,23132,mean,6630.689887640449
23133,23133,mean,6630.689887640449
23134,23134,mean,6630.689887640449
23135,23135,mean,6630.689887640449
23136,23136,mean,6630.689887640449
23137,23137,mean,6630.689887640449
23138,23138,mean,6630.689887640449
23139,23139,mean,6630.689887640449
23140,23140,mean,6630.689887640449
23141,23141,mean,6630.689887640449
23142,23142,mean,6630.689887640449
23143,23143,mean,6630.689887640449
23144,23144,mean,6630.689887640449
23145,23145,mean,6630.689887640449
23146,23146,mean,6630.689887640449
23147,23147,mean,6630.689887640449
23148,23148,mean,6630.689887640449
23149,23149,mean,6630.689887640449
23150,23150,mean,6630.689887640449
23151,23151,mean,6630.689887640449
23152,23152,mean,6630.689887640449
23153,23153,mean,6630.689887640449
23154,23154,mean,6630.689887640449
23155,23155,mean,6630.689887640449
23156,23156,mean,6630.689887640449
23157,23157,mean,6630.689887640449
23158,23158,mean,6630.689887640449
23159,23159,mean,6630.689887640449
23160,23160,mean,6630.689887640449
23161,23161,mean,6630.689887640449
23162,23162,mean,6630.689887640449
23163,23163,mean,6630.689887640449
23164,23164,mean,6630.689887640449
23165,23165,mean,6630.689887640449
23166,23166,mean,6630.689887640449
23167,23167,mean,6630.689887640449
23168,23168,mean,6630.689887640449
23169,23169,mean,6630.689887640449
23170,23170,mean,6630.689887640449
23171,23171,mean,6630.689887640449
23172,23172,mean,6630.689887640449
23173,23173,mean,6630.689887640449
23174,23174,mean,6630.689887640449
23175,23175,mean,6630.689887640449
23176,23176,mean,6630.689887640449
23177,23177,mean,6630.689887640449
23178,23178,mean,6630.689887640449
23179,23179,mean,6630.689887640449
23180,23180,mean,6630.689887640449
23181,23181,mean,6630.689887640449
23182,23182,mean,6630.689887640449
23183,23183,mean,6630.689887640449
23184,23184,mean,6630.689887640449
23185,23185,mean,6630.689887640449
23186,23186,mean,6630.689887640449
23187,23187,mean,6630.689887640449
23188,23188,mean,6630.689887640449
23189,23189,mean,6630.689887640449
23190,23190,mean,6630.689887640449
23191,23191,mean,6630.689887640449
23192,23192,mean,6630.689887640449
23193,23193,mean,6630.689887640449
23194,23194,mean,6630.689887640449
23195,23195,mean,6630.689887640449
23196,23196,mean,6630.689887640449
23197,23197,mean,6630.689887640449
23198,23198,mean,6630.689887640449
23199,23199,mean,6630.689887640449
23200,23200,mean,6630.689887640449
23201,23201,mean,6630.689887640449
23202,23202,mean,6630.689887640449
23203,23203,mean,6630.689887640449
23204,23204,mean,6630.689887640449
23205,23205,mean,6630.689887640449
23206,23206,mean,6630.689887640449
23207,23207,mean,6630.689887640449
23208,23208,mean,6630.689887640449
23209,23209,mean,6630.689887640449
23210,23210,mean,6630.689887640449
23211,23211,mean,6630.689887640449
23212,23212,mean,6630.689887640449
23213,23213,mean,6630.689887640449
23214,23214,mean,6630.689887640449
23215,23215,mean,6630.689887640449
23216,23216,mean,6630.689887640449
23217,23217,mean,6630.689887640449
23218,23218,mean,6630.689887640449
23219,23219,mean,6630.689887640449
23220,23220,mean,6630.689887640449
23221,23221,mean,6630.689887640449
23222,23222,mean,6630.689887640449
23223,23223,mean,6630.689887640449
23224,23224,mean,6630.689887640449
23225,23225,mean,6630.689887640449
23226,23226,mean,6630.689887640449
23227,23227,mean,6630.689887640449
23228,23228,mean,6630.689887640449
23229,23229,mean,6630.689887640449
23230,23230,mean,6630.689887640449
23231,23231,mean,6630.689887640449
23232,23232,mean,6630.689887640449
23233,23233,mean,6630.689887640449
23234,23234,mean,6630.689887640449
23235,23235,mean,6630.689887640449
23236,23236,mean,6630.689887640449
23237,23237,mean,6630.689887640449
23238,23238,mean,6630.689887640449
23239,23239,mean,6630.689887640449
23240,23240,mean,6630.689887640449
23241,23241,mean,6630.689887640449
23242,23242,mean,6630.689887640449
23243,23243,mean,6630.689887640449
23244,23244,mean,6630.689887640449
23245,23245,mean,6630.689887640449
23246,23246,mean,6630.689887640449
23247,23247,mean,6630.689887640449
23248,23248,mean,6630.689887640449
23249,23249,mean,6630.689887640449
23250,23250,mean,6630.689887640449
23251,23251,mean,6630.689887640449
23252,23252,mean,6630.689887640449
23253,23253,mean,6630.689887640449
23254,23254,mean,6630.689887640449
23255,23255,mean,6630.689887640449
23256,23256,mean,6630.689887640449
23257,23257,mean,6630.689887640449
23258,23258,mean,6630.689887640449
23259,23259,mean,6630.689887640449
23260,23260,mean,6630.689887640449
23261,23261,mean,6630.689887640449
23262,23262,mean,6630.689887640449
23263,23263,mean,6630.689887640449
23264,23264,mean,6630.689887640449
23265,23265,mean,6630.689887640449
23266,23266,mean,6630.689887640449
23267,23267,mean,6630.689887640449
23268,23268,mean,6630.689887640449
23269,23269,mean,6630.689887640449
23270,23270,mean,6630.689887640449
23271,23271,mean,6630.689887640449
23272,23272,mean,6630.689887640449
23273,23273,mean,6630.689887640449
23274,23274,mean,6630.689887640449
23275,23275,mean,6630.689887640449
23276,23276,mean,6630.689887640449
23277,23277,mean,6630.689887640449
23278,23278,mean,6630.689887640449
23279,23279,mean,6630.689887640449
23280,23280,mean,6630.689887640449
23281,23281,mean,6630.689887640449
23282,23282,mean,6630.689887640449
23283,23283,mean,6630.689887640449
23284,23284,mean,6630.689887640449
23285,23285,mean,6630.689887640449
23286,23286,mean,6630.689887640449
23287,23287,mean,6630.689887640449
23288,23288,mean,6630.689887640449
23289,23289,mean,6630.689887640449
23290,23290,mean,6630.689887640449
23291,23291,mean,6630.689887640449
23292,23292,mean,6630.689887640449
23293,23293,mean,6630.689887640449
23294,23294,mean,6630.689887640449
23295,23295,mean,6630.689887640449
23296,23296,mean,6630.689887640449
23297,23297,mean,6630.689887640449
23298,23298,mean,6630.689887640449
23299,23299,mean,6630.689887640449
23300,23300,mean,6630.689887640449
23301,23301,mean,6631.9898876404495
23302,23302,mean,6631.9898876404495
23303,23303,mean,6631.9898876404495
23304,23304,mean,6631.9898876404495
23305,23305,mean,6631.9898876404495
23306,23306,mean,6631.9898876404495
23307,23307,mean,6631.9898876404495
23308,23308,mean,6631.9898876404495
23309,23309,mean,6631.9898876404495
23310,23310,mean,6631.9898876404495
23311,23311,mean,6631.9898876404495
23312,23312,mean,6631.9898876404495
23313,23313,mean,6631.9898876404495
23314,23314,mean,6631.9898876404495
23315,23315,mean,6631.9898876404495
23316,23316,mean,6631.9898876404495
