,Iteraties (0 indexed),Statistiek,Score (n_runs=20)
369,369,mean,5849.362359550561
370,370,mean,5849.362359550561
371,371,mean,5849.362359550561
372,372,mean,5853.594382022471
373,373,mean,5853.594382022471
374,374,mean,5853.594382022471
375,375,mean,5853.594382022471
376,376,mean,5853.594382022471
377,377,mean,5853.594382022471
378,378,mean,5853.594382022471
379,379,mean,5855.762359550561
380,380,mean,5855.762359550561
381,381,mean,5859.980337078651
382,382,mean,5859.980337078651
383,383,mean,5859.980337078651
384,384,mean,5859.980337078651
385,385,mean,5859.980337078651
386,386,mean,5859.980337078651
387,387,mean,5860.130337078651
388,388,mean,5860.130337078651
389,389,mean,5862.112359550561
390,390,mean,5862.112359550561
391,391,mean,5862.112359550561
392,392,mean,5862.112359550561
393,393,mean,5862.112359550561
394,394,mean,5862.162359550562
395,395,mean,5862.162359550562
396,396,mean,5862.162359550562
397,397,mean,5862.062359550562
398,398,mean,5862.062359550562
399,399,mean,5862.062359550562
400,400,mean,5862.062359550562
401,401,mean,5862.062359550562
402,402,mean,5867.262359550561
403,403,mean,5867.262359550561
404,404,mean,5867.262359550561
405,405,mean,5867.262359550561
406,406,mean,5867.262359550561
407,407,mean,5867.262359550561
408,408,mean,5873.030337078651
409,409,mean,5873.030337078651
410,410,mean,5873.030337078651
411,411,mean,5873.030337078651
412,412,mean,5873.030337078651
413,413,mean,5873.030337078651
414,414,mean,5873.030337078651
415,415,mean,5873.030337078651
416,416,mean,5873.030337078651
417,417,mean,5873.030337078651
418,418,mean,5873.030337078651
419,419,mean,5873.030337078651
420,420,mean,5873.030337078651
421,421,mean,5874.330337078651
422,422,mean,5874.580337078651
423,423,mean,5877.530337078651
424,424,mean,5877.530337078651
425,425,mean,5877.530337078651
426,426,mean,5877.530337078651
427,427,mean,5877.530337078651
428,428,mean,5880.798314606741
429,429,mean,5880.798314606741
430,430,mean,5880.798314606741
431,431,mean,5880.798314606741
432,432,mean,5880.798314606741
433,433,mean,5880.798314606741
434,434,mean,5880.798314606741
435,435,mean,5882.048314606741
436,436,mean,5882.048314606741
437,437,mean,5882.048314606741
438,438,mean,5882.048314606741
439,439,mean,5882.948314606741
440,440,mean,5883.798314606741
441,441,mean,5883.798314606741
442,442,mean,5883.798314606741
443,443,mean,5883.798314606741
444,444,mean,5883.798314606741
445,445,mean,5883.798314606741
446,446,mean,5884.248314606741
447,447,mean,5884.248314606741
448,448,mean,5884.248314606741
449,449,mean,5884.248314606741
450,450,mean,5884.248314606741
451,451,mean,5884.248314606741
452,452,mean,5884.248314606741
453,453,mean,5884.248314606741
454,454,mean,5884.248314606741
455,455,mean,5884.248314606741
456,456,mean,5884.248314606741
457,457,mean,5884.248314606741
458,458,mean,5884.248314606741
459,459,mean,5884.248314606741
460,460,mean,5884.248314606741
461,461,mean,5884.248314606741
462,462,mean,5884.248314606741
463,463,mean,5884.248314606741
464,464,mean,5884.248314606741
465,465,mean,5886.498314606741
466,466,mean,5886.498314606741
467,467,mean,5889.448314606741
468,468,mean,5889.448314606741
469,469,mean,5889.448314606741
470,470,mean,5889.448314606741
471,471,mean,5889.448314606741
472,472,mean,5889.430337078651
473,473,mean,5889.430337078651
474,474,mean,5892.398314606741
475,475,mean,5892.398314606741
476,476,mean,5896.366292134831
477,477,mean,5899.466292134831
478,478,mean,5899.466292134831
479,479,mean,5899.466292134831
480,480,mean,5899.466292134831
481,481,mean,5899.466292134831
482,482,mean,5899.466292134831
483,483,mean,5899.466292134831
484,484,mean,5899.466292134831
485,485,mean,5899.466292134831
486,486,mean,5899.466292134831
487,487,mean,5899.466292134831
488,488,mean,5899.466292134831
489,489,mean,5899.466292134831
490,490,mean,5899.466292134831
491,491,mean,5899.466292134831
492,492,mean,5899.466292134831
493,493,mean,5899.466292134831
494,494,mean,5899.466292134831
495,495,mean,5899.466292134831
496,496,mean,5901.648314606741
497,497,mean,5901.648314606741
498,498,mean,5901.648314606741
499,499,mean,5901.648314606741
500,500,mean,5901.648314606741
501,501,mean,5901.648314606741
502,502,mean,5901.648314606741
503,503,mean,5901.948314606741
504,504,mean,5901.948314606741
505,505,mean,5903.848314606741
506,506,mean,5903.848314606741
507,507,mean,5903.848314606741
508,508,mean,5905.648314606741
509,509,mean,5905.648314606741
510,510,mean,5905.648314606741
511,511,mean,5909.116292134831
512,512,mean,5909.116292134831
513,513,mean,5913.484269662921
514,514,mean,5913.484269662921
515,515,mean,5913.484269662921
516,516,mean,5916.952247191011
517,517,mean,5916.952247191011
518,518,mean,5916.952247191011
519,519,mean,5916.952247191011
520,520,mean,5916.952247191011
521,521,mean,5916.952247191011
522,522,mean,5916.952247191011
523,523,mean,5916.952247191011
524,524,mean,5916.952247191011
525,525,mean,5916.952247191011
526,526,mean,5916.952247191011
527,527,mean,5925.68820224719
528,528,mean,5925.68820224719
529,529,mean,5925.68820224719
530,530,mean,5925.68820224719
531,531,mean,5925.68820224719
532,532,mean,5925.68820224719
533,533,mean,5925.68820224719
534,534,mean,5925.68820224719
535,535,mean,5925.68820224719
536,536,mean,5925.68820224719
537,537,mean,5925.68820224719
538,538,mean,5925.68820224719
539,539,mean,5925.870224719101
540,540,mean,5933.23820224719
541,541,mean,5933.5702247191
542,542,mean,5933.5702247191
543,543,mean,5933.5702247191
544,544,mean,5935.8702247191
545,545,mean,5935.8702247191
546,546,mean,5935.8702247191
547,547,mean,5935.8702247191
548,548,mean,5935.8702247191
549,549,mean,5935.8702247191
550,550,mean,5935.8702247191
551,551,mean,5935.8702247191
552,552,mean,5935.8702247191
553,553,mean,5935.8702247191
554,554,mean,5935.8702247191
555,555,mean,5935.8702247191
556,556,mean,5935.8702247191
557,557,mean,5935.8702247191
558,558,mean,5935.8702247191
559,559,mean,5935.8702247191
560,560,mean,5935.8702247191
561,561,mean,5935.8702247191
562,562,mean,5935.8702247191
563,563,mean,5935.8702247191
564,564,mean,5935.8702247191
565,565,mean,5935.8702247191
566,566,mean,5935.8702247191
567,567,mean,5935.8702247191
568,568,mean,5935.8702247191
569,569,mean,5935.8702247191
570,570,mean,5935.8702247191
571,571,mean,5935.8702247191
572,572,mean,5935.8702247191
573,573,mean,5935.8702247191
574,574,mean,5938.788202247191
575,575,mean,5938.788202247191
576,576,mean,5938.788202247191
577,577,mean,5938.788202247191
578,578,mean,5938.788202247191
579,579,mean,5938.788202247191
580,580,mean,5938.788202247191
581,581,mean,5938.788202247191
582,582,mean,5939.338202247191
583,583,mean,5939.338202247191
584,584,mean,5939.338202247191
585,585,mean,5939.338202247191
586,586,mean,5939.338202247191
587,587,mean,5939.338202247191
588,588,mean,5939.338202247191
589,589,mean,5939.338202247191
590,590,mean,5939.338202247191
591,591,mean,5939.338202247191
592,592,mean,5939.338202247191
593,593,mean,5939.338202247191
594,594,mean,5939.338202247191
595,595,mean,5939.338202247191
596,596,mean,5939.338202247191
597,597,mean,5940.688202247191
598,598,mean,5940.688202247191
599,599,mean,5940.788202247191
600,600,mean,5940.788202247191
601,601,mean,5940.788202247191
602,602,mean,5940.788202247191
603,603,mean,5940.788202247191
604,604,mean,5940.788202247191
605,605,mean,5940.788202247191
606,606,mean,5943.90617977528
607,607,mean,5943.90617977528
608,608,mean,5943.90617977528
609,609,mean,5943.90617977528
610,610,mean,5943.90617977528
611,611,mean,5945.10617977528
612,612,mean,5951.05617977528
613,613,mean,5955.1741573033705
614,614,mean,5955.1741573033705
615,615,mean,5955.1741573033705
616,616,mean,5955.1741573033705
617,617,mean,5955.1741573033705
618,618,mean,5955.1741573033705
619,619,mean,5961.9241573033705
620,620,mean,5961.9241573033705
621,621,mean,5961.9241573033705
622,622,mean,5963.224157303371
623,623,mean,5963.224157303371
624,624,mean,5963.224157303371
625,625,mean,5963.224157303371
626,626,mean,5963.224157303371
627,627,mean,5963.224157303371
628,628,mean,5963.224157303371
629,629,mean,5963.224157303371
630,630,mean,5963.224157303371
631,631,mean,5963.224157303371
632,632,mean,5963.224157303371
633,633,mean,5963.224157303371
634,634,mean,5963.224157303371
635,635,mean,5963.224157303371
636,636,mean,5963.20617977528
637,637,mean,5963.20617977528
638,638,mean,5963.20617977528
639,639,mean,5963.20617977528
640,640,mean,5963.20617977528
641,641,mean,5963.20617977528
642,642,mean,5963.20617977528
643,643,mean,5964.2561797752805
644,644,mean,5966.9241573033705
645,645,mean,5969.87415730337
646,646,mean,5969.87415730337
647,647,mean,5969.87415730337
648,648,mean,5969.87415730337
649,649,mean,5969.87415730337
650,650,mean,5969.87415730337
651,651,mean,5973.942134831461
652,652,mean,5973.942134831461
653,653,mean,5973.942134831461
654,654,mean,5973.942134831461
655,655,mean,5973.942134831461
656,656,mean,5973.942134831461
657,657,mean,5974.292134831461
658,658,mean,5974.292134831461
659,659,mean,5974.292134831461
660,660,mean,5974.292134831461
661,661,mean,5974.292134831461
662,662,mean,5974.292134831461
663,663,mean,5974.292134831461
664,664,mean,5974.292134831461
665,665,mean,5974.292134831461
666,666,mean,5974.292134831461
667,667,mean,5974.292134831461
668,668,mean,5974.292134831461
669,669,mean,5974.292134831461
670,670,mean,5974.292134831461
671,671,mean,5974.292134831461
672,672,mean,5974.292134831461
673,673,mean,5979.11011235955
674,674,mean,5979.11011235955
675,675,mean,5979.11011235955
676,676,mean,5979.11011235955
677,677,mean,5979.11011235955
678,678,mean,5979.11011235955
679,679,mean,5979.11011235955
680,680,mean,5979.11011235955
681,681,mean,5979.11011235955
682,682,mean,5979.11011235955
683,683,mean,5979.11011235955
684,684,mean,5979.11011235955
685,685,mean,5979.11011235955
686,686,mean,5983.52808988764
687,687,mean,5983.52808988764
688,688,mean,5983.52808988764
689,689,mean,5983.52808988764
690,690,mean,5983.52808988764
691,691,mean,5983.52808988764
692,692,mean,5984.42808988764
693,693,mean,5984.42808988764
694,694,mean,5984.42808988764
695,695,mean,5984.42808988764
696,696,mean,5984.42808988764
697,697,mean,5984.42808988764
698,698,mean,5984.42808988764
699,699,mean,5984.42808988764
700,700,mean,5984.42808988764
701,701,mean,5988.94606741573
702,702,mean,5988.94606741573
703,703,mean,5988.94606741573
704,704,mean,5988.94606741573
705,705,mean,5988.94606741573
706,706,mean,5988.94606741573
707,707,mean,5988.94606741573
708,708,mean,5988.94606741573
709,709,mean,5992.7640449438195
710,710,mean,5992.7640449438195
711,711,mean,5992.7640449438195
712,712,mean,5992.7640449438195
713,713,mean,5992.7640449438195
714,714,mean,5992.7640449438195
715,715,mean,5992.7640449438195
716,716,mean,5997.48202247191
717,717,mean,5997.48202247191
718,718,mean,5997.48202247191
719,719,mean,6002.449999999999
720,720,mean,6002.449999999999
721,721,mean,6002.449999999999
722,722,mean,6002.449999999999
723,723,mean,6002.449999999999
724,724,mean,6002.449999999999
725,725,mean,6002.449999999999
726,726,mean,6002.449999999999
727,727,mean,6002.449999999999
728,728,mean,6002.449999999999
729,729,mean,6006.4
730,730,mean,6006.4
731,731,mean,6006.4
732,732,mean,6006.4
733,733,mean,6006.4
734,734,mean,6006.4
735,735,mean,6006.4
736,736,mean,6008.249999999999
737,737,mean,6009.81797752809
738,738,mean,6009.81797752809
739,739,mean,6009.81797752809
740,740,mean,6009.81797752809
741,741,mean,6009.81797752809
742,742,mean,6009.81797752809
743,743,mean,6009.81797752809
744,744,mean,6009.81797752809
745,745,mean,6009.81797752809
746,746,mean,6009.81797752809
747,747,mean,6009.81797752809
748,748,mean,6009.81797752809
749,749,mean,6009.81797752809
750,750,mean,6009.81797752809
751,751,mean,6009.81797752809
752,752,mean,6009.81797752809
753,753,mean,6009.81797752809
754,754,mean,6009.81797752809
755,755,mean,6009.81797752809
756,756,mean,6009.81797752809
757,757,mean,6009.81797752809
758,758,mean,6009.81797752809
759,759,mean,6009.81797752809
760,760,mean,6009.81797752809
761,761,mean,6009.81797752809
762,762,mean,6009.81797752809
763,763,mean,6009.81797752809
764,764,mean,6009.81797752809
765,765,mean,6009.81797752809
766,766,mean,6009.81797752809
767,767,mean,6011.417977528089
768,768,mean,6011.417977528089
769,769,mean,6011.417977528089
770,770,mean,6011.417977528089
771,771,mean,6011.417977528089
772,772,mean,6011.967977528089
773,773,mean,6011.967977528089
774,774,mean,6011.967977528089
775,775,mean,6013.835955056179
776,776,mean,6013.835955056179
777,777,mean,6013.835955056179
778,778,mean,6013.835955056179
779,779,mean,6013.835955056179
780,780,mean,6013.835955056179
781,781,mean,6013.835955056179
782,782,mean,6013.835955056179
783,783,mean,6013.835955056179
784,784,mean,6013.835955056179
785,785,mean,6013.835955056179
786,786,mean,6013.835955056179
787,787,mean,6013.835955056179
788,788,mean,6013.835955056179
789,789,mean,6013.835955056179
790,790,mean,6013.835955056179
791,791,mean,6013.835955056179
792,792,mean,6013.835955056179
793,793,mean,6013.835955056179
794,794,mean,6014.103932584269
795,795,mean,6014.103932584269
796,796,mean,6014.103932584269
797,797,mean,6014.103932584269
798,798,mean,6014.103932584269
799,799,mean,6014.103932584269
800,800,mean,6014.103932584269
801,801,mean,6014.103932584269
802,802,mean,6014.32191011236
803,803,mean,6014.32191011236
804,804,mean,6014.32191011236
805,805,mean,6014.32191011236
806,806,mean,6014.32191011236
807,807,mean,6020.2398876404495
808,808,mean,6020.2398876404495
809,809,mean,6020.2398876404495
810,810,mean,6020.2398876404495
811,811,mean,6020.2398876404495
812,812,mean,6020.639887640449
813,813,mean,6020.639887640449
814,814,mean,6020.639887640449
815,815,mean,6020.639887640449
816,816,mean,6020.639887640449
817,817,mean,6020.639887640449
818,818,mean,6020.639887640449
819,819,mean,6020.639887640449
820,820,mean,6020.639887640449
821,821,mean,6020.639887640449
822,822,mean,6020.639887640449
823,823,mean,6020.639887640449
824,824,mean,6020.639887640449
825,825,mean,6020.639887640449
826,826,mean,6020.639887640449
827,827,mean,6020.639887640449
828,828,mean,6020.639887640449
829,829,mean,6020.639887640449
830,830,mean,6020.639887640449
831,831,mean,6020.639887640449
832,832,mean,6020.639887640449
833,833,mean,6020.639887640449
834,834,mean,6020.639887640449
835,835,mean,6024.757865168539
836,836,mean,6024.757865168539
837,837,mean,6024.757865168539
838,838,mean,6024.757865168539
839,839,mean,6024.757865168539
840,840,mean,6024.757865168539
841,841,mean,6024.757865168539
842,842,mean,6024.757865168539
843,843,mean,6024.757865168539
844,844,mean,6024.757865168539
845,845,mean,6024.757865168539
846,846,mean,6024.757865168539
847,847,mean,6024.757865168539
848,848,mean,6024.757865168539
849,849,mean,6024.757865168539
850,850,mean,6024.757865168539
851,851,mean,6030.125842696629
852,852,mean,6030.125842696629
853,853,mean,6030.125842696629
854,854,mean,6030.125842696629
855,855,mean,6030.125842696629
856,856,mean,6030.125842696629
857,857,mean,6030.125842696629
858,858,mean,6030.125842696629
859,859,mean,6030.125842696629
860,860,mean,6030.125842696629
861,861,mean,6030.125842696629
862,862,mean,6030.4078651685395
863,863,mean,6030.4078651685395
864,864,mean,6030.4078651685395
865,865,mean,6030.4078651685395
866,866,mean,6030.4078651685395
867,867,mean,6030.4078651685395
868,868,mean,6030.4078651685395
869,869,mean,6030.4078651685395
870,870,mean,6030.4078651685395
871,871,mean,6034.225842696629
872,872,mean,6034.225842696629
873,873,mean,6034.225842696629
874,874,mean,6034.225842696629
875,875,mean,6034.225842696629
876,876,mean,6034.225842696629
877,877,mean,6034.225842696629
878,878,mean,6034.225842696629
879,879,mean,6034.225842696629
880,880,mean,6034.225842696629
881,881,mean,6034.225842696629
882,882,mean,6034.225842696629
883,883,mean,6034.3258426966295
884,884,mean,6034.3258426966295
885,885,mean,6034.3258426966295
886,886,mean,6034.3258426966295
887,887,mean,6034.3258426966295
888,888,mean,6034.3258426966295
889,889,mean,6034.3258426966295
890,890,mean,6037.193820224718
891,891,mean,6037.193820224718
892,892,mean,6037.193820224718
893,893,mean,6037.193820224718
894,894,mean,6037.193820224718
895,895,mean,6037.193820224718
896,896,mean,6037.193820224718
897,897,mean,6037.193820224718
898,898,mean,6037.193820224718
899,899,mean,6037.193820224718
900,900,mean,6037.193820224718
901,901,mean,6037.193820224718
902,902,mean,6037.193820224718
903,903,mean,6037.193820224718
904,904,mean,6037.193820224718
905,905,mean,6037.193820224718
906,906,mean,6037.193820224718
907,907,mean,6037.193820224718
908,908,mean,6037.193820224718
909,909,mean,6037.193820224718
910,910,mean,6037.193820224718
911,911,mean,6037.193820224718
912,912,mean,6037.193820224718
913,913,mean,6037.193820224718
914,914,mean,6037.193820224718
915,915,mean,6037.193820224718
916,916,mean,6037.193820224718
917,917,mean,6037.193820224718
918,918,mean,6037.193820224718
919,919,mean,6037.193820224718
920,920,mean,6037.193820224718
921,921,mean,6037.193820224718
922,922,mean,6037.193820224718
923,923,mean,6037.193820224718
924,924,mean,6037.193820224718
